0.037659787	0.078210995	0.35188407	-0.068523526	0.5616579	0.11902241	-0.3525094	0.13640292	0.13458537	-0.04941799	0.41826308	-0.2603575	-0.18761647	0.22371128	-0.026379239	-0.35412568
0.33039764	-0.21855344	0.16044603	-0.44785815	0.11683554	0.00556206	-0.2316971	0.2981132	-0.19882895	-0.37952027	0.6801552	-0.22459656	-0.4062803	0.75822705	0.24144572	-0.26652965
0.28422922	0.26266277	0.36770114	-0.07795243	0.5022448	0.4981984	-0.24121907	-0.21318886	0.37081596	0.28659436	-0.03280188	0.08959435	-0.22812846	-0.18462537	-0.3419893	-0.536872
-0.027743237	-0.015895141	0.31567708	-0.06799544	0.77453625	0.08622998	-0.34202713	-0.10462456	0.21156919	0.20093992	0.03974134	-0.010179263	-0.09771069	-0.13729274	-0.033908118	-0.207032
-0.2427017	-0.012406845	0.4111578	-0.24035504	0.5331589	0.10680887	-0.20855719	0.24329592	-0.042300947	-0.107356735	0.10571795	-0.2550246	0.17194466	-0.34455946	-0.09451344	-0.16111137
0.5128614	0.55672705	0.1129677	0.19852826	0.7252638	0.67936546	-0.16403759	-0.6605416	0.7556324	0.6925283	-0.5320583	0.4467136	-0.41233873	-0.49737388	-0.6141376	-0.6210065
0.19547577	-0.0009697067	0.17562415	0.10595702	0.32948682	0.045352783	-0.20072706	0.057296596	0.2276231	-0.13031617	0.48329517	-0.16592447	-0.27748665	0.44671735	0.17527917	-0.3224256
0.041292213	0.19888903	0.16181412	0.1752367	0.30390528	0.1354671	-0.10931611	0.10187425	0.26059383	-0.085728	0.43593085	-0.2568953	-0.038137037	0.21168289	-0.094266176	-0.33539292
-0.14016148	0.5915813	0.49726972	0.35646918	0.71284664	0.6117354	0.34748006	-0.23826146	0.7007732	0.51042664	-0.63095325	-0.07294463	0.2783455	-0.7227528	-0.60344875	-0.6016482
0.39278492	0.08063138	-0.046982903	0.17997977	0.49174362	0.21224134	-0.2126869	-0.31669763	0.36177403	0.31497222	0.23562494	0.12540413	-0.3291449	0.19947757	-0.03358344	-0.20624395
0.27283478	-0.037606917	-0.47424608	0.61805964	0.17995179	-0.196782	-0.23797208	-0.17861594	0.52192175	-0.03616439	0.74898	-0.15295415	-0.33505365	0.6885729	0.2878546	-0.24185595
-0.34098747	0.48267898	0.19512935	0.36568508	0.023078682	0.15279633	0.41748485	0.46921486	0.33644742	-0.41932526	0.4116407	-0.6242188	0.36222532	-0.07701676	-0.37046272	-0.63581175
-0.5452295	0.16736534	0.69607884	-0.058738723	0.7048979	0.027669694	-0.02459371	0.37301162	-0.023931863	-0.18519379	-0.17260344	-0.41681445	0.54656225	-0.64738315	-0.28865057	-0.26542476
0.24716718	-0.073635146	0.19733903	-0.3101519	0.18613574	0.04836222	-0.13531926	0.16469426	-0.090505004	-0.31931666	0.5031969	-0.12233394	-0.29737514	0.52931094	0.11312505	-0.30298716
-0.103426464	-0.57041556	0.58081263	-0.8022573	0.43791196	-0.1620801	-0.40458438	0.3170556	-0.6610592	-0.27510002	0.24428625	-0.083663404	0.042219024	0.25058588	0.38330993	0.33153382
0.021990415	0.010307912	0.2220993	-0.47092482	-0.06723068	0.023298575	0.12701385	0.3686647	-0.3634551	-0.46077925	0.5923976	-0.2757798	-0.03854432	0.62662894	0.04538496	-0.3269594
-0.19549288	0.025375422	0.55592084	-0.5650638	0.051365633	0.07336363	0.21743737	0.51860833	-0.52166086	-0.55627096	0.33562616	-0.30123967	0.25511038	0.08480852	-0.08567008	-0.27317345
0.13776965	-0.25063312	0.486207	-0.554361	0.53646564	0.029791657	-0.3202449	0.012410703	-0.2961558	-0.008542803	0.14137685	0.122268096	-0.21054065	0.14305478	0.16108477	-0.0065420363
0.9667027	-0.55468357	0.058909167	-0.4719298	1.056824	0.60667944	-0.8474182	-0.9515697	0.5493722	0.9747673	-0.61373264	0.9292776	-1.0136853	-0.28219265	-0.02535767	0.073992975
-0.46446478	-0.12964185	0.2854427	0.33075386	0.8232168	-0.34421912	-0.45464635	0.16710466	0.23779778	-0.122106634	0.1641449	-0.3763781	0.36235932	-0.15589073	0.33444646	0.04402649
-0.1133536	-0.10178476	0.2172784	0.3095531	0.6822628	-0.19111617	-0.4223578	0.031204661	0.34906322	0.040173084	0.23094414	-0.29299384	0.035903793	-0.103830025	0.18220359	-0.036279168
0.38808274	0.6722555	-0.09469265	0.100410625	-0.06303127	0.7141427	0.44676375	-0.18584839	0.41678792	0.21877754	-0.06358562	0.129327	-0.2570602	-0.055118136	-0.6270207	-0.65864956
0.0050252536	0.39651117	0.19120082	-0.174818	-0.18705283	0.17899503	0.45043424	0.53255224	-0.14497694	-0.590033	0.4654977	-0.4335713	0.04128526	0.45661643	-0.31463537	-0.48100415
0.6606693	-0.021981755	-0.26329115	-0.06516588	0.19713251	0.43570176	-0.24303898	-0.33984604	0.30758935	0.32939735	0.39779916	0.383634	-0.66627234	0.5400404	-0.04481637	-0.29917052
0.46235514	-0.08573269	0.28792718	-0.4482634	0.367314	0.41330552	-0.22182636	-0.17585751	-0.1492945	0.2423904	-0.033071462	0.3427672	-0.45734933	0.090990566	-0.13292748	-0.25377703
-0.33593342	0.455789	0.23291728	0.42212516	0.40209946	0.21909308	0.28400946	0.20570758	0.49880546	-0.09371733	-0.08384034	-0.41783944	0.39065248	-0.41056886	-0.4379097	-0.52826816
-0.32241088	0.1356054	0.6144052	-0.117018655	0.55263674	0.042354472	-0.09786316	0.20876993	-0.07208873	-0.054179046	-0.2010024	-0.2341873	0.3376312	-0.44979778	-0.15433525	-0.25292736
0.69380283	0.9860663	-0.4652852	-0.40823534	-0.9516674	0.9337842	1.1259989	0.77572495	-0.30734688	-0.9703319	0.8132163	-0.43421653	-0.22938116	0.9257918	-0.9467382	-0.95180744
0.17973211	-0.20717666	0.15782556	-0.23194917	0.3474019	0.013993386	-0.31990305	0.059395052	-0.0852876	-0.028486306	0.29861692	0.05426219	-0.22956832	0.24316473	0.14240284	0.0003230971
0.22713375	-0.17454576	0.19244984	-0.2285462	0.44871017	0.11048808	-0.30845362	-0.103302814	-0.09559261	0.08251907	0.23482603	0.11405291	-0.39987406	0.29973936	0.13895082	-0.02095762
-0.5034822	0.24385688	0.6401005	-0.021315247	0.4464001	-0.008043726	0.11952372	0.45267546	-0.0015271587	-0.30545875	0.008183084	-0.40570036	0.51985943	-0.49568632	-0.2958311	-0.28611034
0.032611	0.73282474	-0.5257314	0.11025246	-0.77375865	0.7948578	0.99494004	0.760282	0.17584236	-0.788956	0.74030536	-0.58871835	0.1541103	0.35913348	-0.8417149	-0.8223251
-0.9911212	0.10515399	0.68124324	0.23601179	0.86126393	-0.5705127	-0.12864865	0.5175421	-0.009978604	-0.3082694	0.012559163	-0.8444713	0.9501074	-0.573665	0.13361718	0.014356732
-0.34980828	0.25529096	0.5051374	-0.013772338	0.37647122	0.08056733	0.1551256	0.27191612	0.04039126	-0.28786445	-0.025859352	-0.41644368	0.41951114	-0.41078874	-0.3151006	-0.31478775
-0.36380327	-0.35254422	0.32923168	-0.19898862	0.38416797	-0.55263954	-0.4448295	0.50312155	-0.35071602	-0.46103096	0.55681777	-0.56494695	0.25366202	0.3716678	0.4368079	0.2693609
-0.22880875	0.31771806	0.022204667	0.58509094	0.6573499	0.10004163	-0.15696113	-0.19999975	0.74446785	0.32637662	-0.15109111	-0.2362159	0.25212565	-0.4454809	-0.17764238	-0.36431313
0.3810324	0.20746574	-0.15906984	0.21391037	0.25669277	0.35837308	-0.08342144	-0.2627242	0.3682928	0.32706597	0.10907836	0.2081202	-0.4285688	0.22339337	-0.20518185	-0.2803488
0.72436076	0.21460372	0.8442514	-0.7662285	0.96966237	0.7890173	-0.3539457	-0.8301924	0.22087581	0.7943991	-0.73037946	0.78621733	-0.8000654	-0.8255546	-0.72657174	-0.57588017
